,Unnamed: 0,Unnamed: 0.1,app_name,currency,price,rating_count_tot,user_rating,cont_rating,genre,supporteddevice
2122,2122,2470,My PlayHome Stores,USD,2.99,1582,4.5,4+,Entertainment,43
2123,2123,2473,筆姫 - オシャレなグリーティングカード SNS投稿 自宅印刷もOK,USD,0.0,0,0.0,4+,Lifestyle,37
2124,2124,2474,Voice Recorder (FREE),USD,0.0,4640,4.5,9+,Utilities,38
2125,2125,2475,Fairway Solitaire Blast,USD,0.0,110062,4.5,4+,Games,38
2126,2126,2476,Runtastic Six Pack Abs Workout & Core Trainer,USD,0.0,4283,4.5,4+,Health & Fitness,37
2127,2127,2478,Cops N Robbers (FPS) - Block Survival Multiplayer,USD,0.0,27122,4.5,12+,Games,38
2128,2128,2479,Spider Solitaire ∙,USD,0.0,145,4.5,4+,Games,37
2129,2129,2480,Telegram Messenger,USD,0.0,7573,4.0,4+,Social Networking,40
2130,2130,2481,Sonic & All-Stars Racing Transformed,USD,0.0,9109,4.0,4+,Games,38
2131,2131,2482,UC浏览器HD,USD,0.0,78,4.0,17+,Utilities,24
2132,2132,2484,buddhify - modern mindfulness for busy lives,USD,4.99,501,4.5,4+,Health & Fitness,37
2133,2133,2485,Squaready for Video - Convert Rectangle Movie Clip into Square Shape for Instagram,USD,0.0,778,3.0,4+,Photo & Video,37
2134,2134,2486,Stop - Fun Categories Word Game,USD,0.0,8516,4.5,12+,Games,38
2135,2135,2487,République,USD,1.99,7078,4.5,12+,Games,37
2136,2136,2488,Doom and Destiny,USD,2.99,725,4.5,12+,Games,38
2137,2137,2489,PicLab Studio - Creative Editing & Graphic Design,USD,2.99,20200,4.5,4+,Photo & Video,37
2138,2138,2490,Facetune for iPad,USD,5.99,1718,4.5,4+,Photo & Video,24
2139,2139,2491,IQ Test - Pro Edition,USD,2.99,529,4.5,4+,Games,37
2140,2140,2492,"Hopster: Kids TV, Nursery Rhymes, Music, Fun Games",USD,0.0,58,3.5,4+,Education,37
2141,2141,2493,腾讯欢乐麻将全集,USD,0.0,205,3.5,12+,Games,43
2142,2142,2494,SlideStory - Create a slideshow movie and a snap video,USD,0.0,220,4.5,4+,Photo & Video,40
2143,2143,2495,Toca Cars,USD,2.99,1238,4.0,4+,Education,40
2144,2144,2496,Mimpi,USD,0.0,816,4.5,4+,Games,40
2145,2145,2497,Daniel Tiger’s Day & Night,USD,0.0,314,3.5,4+,Education,40
2146,2146,2498,Disneynature Explore,USD,0.0,202,4.0,4+,Entertainment,38
2147,2147,2499,JD Sports,USD,0.0,18,4.0,4+,Shopping,37
2148,2148,2500,ABC Ninja - The Alphabet Slicing Game for Kids,USD,0.99,172,4.0,4+,Education,37
2149,2149,2501,Cascade: Fun Spin and Match Puzzle Game,USD,0.0,60488,4.5,4+,Games,38
2150,2150,2502,Font Candy+ Typography - Editor Add Text To Photos,USD,2.99,9021,4.5,4+,Photo & Video,37
2151,2151,2503,Octagon - A Minimal Arcade Game with Maximum Challenge,USD,1.99,1072,4.5,4+,Games,40
2152,2152,2504,AdBlock,USD,1.99,1477,4.0,4+,Utilities,37
2153,2153,2505,Nowait Guest,USD,0.0,1625,3.0,4+,Food & Drink,37
2154,2154,2506,Google Play Music,USD,0.0,10118,3.5,12+,Music,37
2155,2155,2508,Frozen Free Fall,USD,0.0,50593,4.5,4+,Games,37
2156,2156,2509,Castle Clash: Brave Squads,USD,0.0,47963,4.0,9+,Games,40
2157,2157,2510,Assassin's Creed Pirates,USD,0.0,23895,4.5,12+,Games,38
2158,2158,2512,Lost Echo,USD,2.99,684,4.5,12+,Games,40
2159,2159,2514,IXL - Math and English,USD,0.0,3546,3.0,4+,Education,24
2160,2160,2516,"Budget- Expense Tracker,Bill Reminder,Debt Manager",USD,0.99,173,4.5,4+,Finance,38
2161,2161,2517,Capital One for iPad,USD,0.0,21858,4.5,4+,Finance,24
2162,2162,2518,Piano - Play Keyboard Music Games with Magic Tiles,USD,0.0,1636,4.5,4+,Music,37
2163,2163,2519,Quik – GoPro Video Editor to edit clips with music,USD,0.0,28654,4.5,4+,Photo & Video,37
2164,2164,2521,myCANAL - la TV by CANAL en direct et replay,USD,0.0,118,4.5,12+,Entertainment,37
2165,2165,2522,ProCamera.,USD,4.99,1525,4.5,4+,Photo & Video,37
2166,2166,2523,ULTRA4 Offroad Racing,USD,1.99,205,3.5,4+,Games,40
2167,2167,2525,Ace Fishing: Wild Catch,USD,0.0,65831,4.5,4+,Games,40
2168,2168,2526,Icycle: On Thin Ice,USD,2.99,2347,4.5,4+,Games,38
2169,2169,2527,3D Anatomy,USD,3.99,91,4.5,12+,Medical,43
2170,2170,2529,War Commander: Rogue Assault,USD,0.0,3858,4.5,12+,Games,37
2171,2171,2530,Electric RC Sim,USD,2.99,209,4.5,4+,Games,39
2172,2172,2531,Shadow Fight 2,USD,0.0,99206,4.5,12+,Games,40
2173,2173,2532,Calendars 5 - Daily Planner and Task Manager,USD,6.99,11768,4.5,4+,Productivity,37
2174,2174,2533,Flick Kick Football Legends,USD,0.0,11250,4.5,12+,Games,38
2175,2175,2535,Chatous - Chat with new people,USD,0.0,1609,3.0,12+,Social Networking,37
2176,2176,2536,Fitness and Bodybuilding by VGFIT,USD,0.99,364,4.5,4+,Health & Fitness,38
2177,2177,2537,Geometry Dash Lite,USD,0.0,370370,5.0,4+,Games,37
2178,2178,2538,QR Code Reader by Scan,USD,0.0,1452,4.5,4+,Utilities,38
2179,2179,2539,Feed Me Oil 2,USD,0.99,296,4.0,4+,Games,38
2180,2180,2540,Race The Sun,USD,4.99,602,4.5,4+,Games,25
2181,2181,2541,Articulation Test Center Pro,USD,59.99,29,4.5,4+,Education,24
2182,2182,2542,TunesFlow - Music Player with Equalizer,USD,3.99,63,4.5,4+,Music,37
2183,2183,2543,Deemo,USD,1.99,15855,5.0,4+,Games,38
2184,2184,2544,Pocket Troops,USD,0.0,1005,4.5,12+,Games,38
2185,2185,2546,Pandemic: The Board Game,USD,2.99,1259,4.5,4+,Games,38
2186,2186,2547,Panda Pop,USD,0.0,41214,4.5,4+,Games,40
2187,2187,2548,Mindfulness Daily,USD,1.99,1245,5.0,4+,Health & Fitness,38
2188,2188,2549,Magic Tower Touch,USD,0.99,91,4.5,4+,Games,43
2189,2189,2550,Slam Dunk Basketball 2 - Play & Do Good,USD,0.0,2963,4.5,12+,Games,40
2190,2190,2551,100 PICS Coloring - free color in book game app,USD,0.0,1929,5.0,4+,Games,37
2191,2191,2552,Ever - Capture Your Memories,USD,0.0,12755,4.5,4+,Productivity,37
2192,2192,2556,Royal Revolt 2 – Defend Your Castle,USD,0.0,25152,4.5,9+,Games,38
2193,2193,2558,My Boo - Virtual Pet with Mini Games for Kids,USD,0.0,55783,4.5,4+,Games,38
2194,2194,2559,Starfall FREE,USD,0.0,1019,3.5,4+,Education,43
2195,2195,2560,Jet Car Stunts 2,USD,0.0,1862,3.5,4+,Games,40
2196,2196,2561,Oceanhorn ™,USD,7.99,4336,4.5,9+,Games,37
2197,2197,2562,Bose SoundTouch,USD,0.0,3687,4.0,12+,Music,37
2198,2198,2563,Dreii,USD,3.99,148,4.0,4+,Games,38
2199,2199,2564,WordBrain,USD,0.0,391401,4.5,4+,Games,38
2200,2200,2565,GANMA! - 漫画が制限ナシで読み放題のマンガアプリ,USD,0.0,31,4.5,12+,Book,37
2201,2201,2567,QQ International,USD,0.0,274,2.0,4+,Social Networking,38
2202,2202,2568,"DraftKings - Daily Fantasy Golf, Baseball, & More",USD,0.0,20251,4.5,17+,Sports,37
2203,2203,2569,FOX Sports GO,USD,0.0,13898,3.0,12+,Sports,37
2204,2204,2570,Forge of Empires,USD,0.0,15617,4.5,9+,Games,38
2205,2205,2571,Square Cash - Send Money for Free,USD,0.0,23775,4.5,4+,Finance,37
2206,2206,2572,Cops N Robbers (Jail Break) - Survival Mini Game,USD,0.0,6013,4.0,9+,Games,40
2207,2207,2573,Star Chart Infinite,USD,4.99,257,4.5,4+,Education,38
2208,2208,2574,"Foundations Memory Work Tutorials, Cycle 2",USD,15.99,88,3.5,4+,Education,37
2209,2209,2576,Cooking Fever,USD,0.0,107797,4.5,4+,Games,38
2210,2210,2577,PICTLOGICA FINAL FANTASY,USD,0.0,154,3.5,9+,Games,36
2211,2211,2578,Papa's Freezeria HD,USD,2.99,2535,4.5,4+,Games,24
2212,2212,2579,SafeTrek - Personal Safety,USD,0.0,2227,4.5,4+,Lifestyle,11
2213,2213,2580,Driving test 2017,USD,0.0,5,3.5,4+,Education,37
2214,2214,2582,Force Saber of Light,USD,0.0,5424,4.5,4+,Entertainment,37
2215,2215,2583,ZaZa Remote-Universal Remote Control,USD,0.0,83,3.0,4+,Utilities,37
2216,2216,2584,Jam League,USD,0.0,4361,4.5,4+,Games,37
2217,2217,2585,一骑当千OL-万人国战（Legend Of Warrior）,USD,0.0,151,4.5,9+,Games,40
2218,2218,2586,Fantastical 2 for iPhone - Calendar and Reminders,USD,4.99,5405,4.5,4+,Productivity,37
2219,2219,2587,Toca Mini,USD,2.99,536,4.0,4+,Education,40
2220,2220,2589,Swamp Attack,USD,0.0,16968,4.5,17+,Games,40
2221,2221,2590,QuizUp™,USD,0.0,72989,4.5,12+,Games,37
2222,2222,2591,Epic! - Unlimited Books for Kids,USD,0.0,6676,4.5,4+,Education,37
2223,2223,2592,Dominos Pro,USD,1.99,1072,4.5,4+,Games,43
2224,2224,2593,FINAL FANTASY VI,USD,14.99,2998,4.5,9+,Games,38
2225,2225,2595,FireChat,USD,0.0,1037,3.0,12+,Social Networking,37
2226,2226,2596,minimo（ミニモ）/サロン予約,USD,0.0,0,0.0,17+,Catalogs,37
2227,2227,2597,DoorDash - Food Delivery,USD,0.0,25947,4.5,4+,Food & Drink,37
2228,2228,2598,Touchgrind Skate 2,USD,4.99,2816,4.5,4+,Games,37
2229,2229,2600,ダイエット女子が痩せた魔法のアプリ-食事・運動・美容＠DIET,USD,0.0,0,0.0,4+,Health & Fitness,40
2230,2230,2601,Block Fortress: War,USD,1.99,1889,4.5,12+,Games,43
2231,2231,2602,Broken Sword 5 - the Serpent's Curse,USD,6.99,199,4.0,12+,Games,38
2232,2232,2603,Blocky Roads,USD,0.99,3282,4.5,4+,Games,37
2233,2233,2604,Optical Inquisitor 17+,USD,0.99,12099,5.0,17+,Games,43
2234,2234,2605,comico/人気オリジナル漫画が毎日更新！/コミコ,USD,0.0,62,4.5,12+,Book,37
2235,2235,2606,G1牧場ステークス,USD,4.99,0,0.0,4+,Games,38
2236,2236,2607,Trial Xtreme 4,USD,0.0,3403,4.0,4+,Games,40
2237,2237,2608,The Occupant,USD,0.99,155,4.5,9+,Games,39
2238,2238,2609,Hidden City®: Mystery of Shadows,USD,0.0,37304,4.5,9+,Games,37
2239,2239,2610,"Ebates: Cash Back, Coupons & Rebate Shopping App",USD,0.0,12617,5.0,4+,Shopping,37
2240,2240,2611,FizzUp – Online Fitness Trainer,USD,0.0,5,5.0,4+,Health & Fitness,38
2241,2241,2612,Trivia Crack (No Ads),USD,2.99,77370,4.5,4+,Games,37
2242,2242,2613,Pitu,USD,0.0,968,5.0,4+,Photo & Video,38
2243,2243,2615,"Funny Veggies! Educational games for children and babies: logic, counting, colors, sums. Development for preschoolers, activities for kids (2, 3, 4, 5 year: baby, boy and girl)!",USD,3.99,6,3.5,4+,Education,43
2244,2244,2616,Lep's World 3,USD,0.0,11341,4.5,4+,Games,37
2245,2245,2617,"Flipp - Weekly Ads, Shopping List, and Coupons",USD,0.0,6677,4.5,4+,Shopping,37
2246,2246,2618,WEAR - Fashion Lookbook,USD,0.0,66,4.0,4+,Shopping,37
2247,2247,2619,"Police Lights 3 - Fire Truck, Police and Paramedic Sirens",USD,0.99,12,2.5,4+,Entertainment,38
2248,2248,2620,Battle Supremacy,USD,4.99,3124,4.0,12+,Games,38
2249,2249,2621,Christmas Countdown 2017,USD,0.0,334,4.5,4+,Entertainment,37
2250,2250,2622,それゆけ！ヤンキッキー,USD,0.0,0,0.0,4+,Games,37
2251,2251,2623,Sunday Lawn Seasons,USD,0.99,1420,4.5,4+,Games,40
2252,2252,2624,FACIE,USD,0.0,514,3.5,4+,Photo & Video,37
2253,2253,2625,TCS NYC Marathon,USD,0.0,43,3.5,17+,Sports,37
2254,2254,2626,Cookie Jam,USD,0.0,52831,4.5,4+,Games,38
2255,2255,2627,LEGO® Star Wars™:  The Complete Saga,USD,0.0,19340,4.0,9+,Games,40
2256,2256,2628,THE KING OF FIGHTERS '97,USD,2.99,681,4.5,12+,Games,43
2257,2257,2631,Monument Valley,USD,3.99,24909,4.5,4+,Games,38
2258,2258,2633,Pan Book 2: Chasing the Keeper,USD,5.99,394,4.5,4+,Book,37
2259,2259,2635,Green Screen by Do Ink,USD,2.99,257,3.5,4+,Education,37
2260,2260,2636,Hue Halloween for Philips Hue,USD,1.99,54,3.5,9+,Entertainment,37
2261,2261,2638,ProCam 4 - Manual Camera + RAW,USD,4.99,5150,4.5,4+,Photo & Video,37
2262,2262,2640,Toca Hair Salon Me,USD,2.99,895,4.0,4+,Entertainment,40
2263,2263,2641,Christmas Dentist Doctor Kid Games (Girls & Boys),USD,0.0,6917,4.5,4+,Games,40
2264,2264,2642,Double Dragon Trilogy,USD,2.99,427,4.0,12+,Games,39
2265,2265,2643,Sago Mini Ocean Swimmer,USD,2.99,690,4.5,4+,Education,38
2266,2266,2644,Disney Magic Kingdoms,USD,0.0,17213,4.0,4+,Games,37
2267,2267,2645,XFINITY Stream,USD,0.0,14198,3.0,12+,Entertainment,37
2268,2268,2646,Hitman GO,USD,4.99,8673,4.5,9+,Games,40
2269,2269,2647,Disney Applause,USD,0.0,1654,2.0,17+,Entertainment,37
2270,2270,2648,秀色秀场-网红直播 聊天交友,USD,0.0,6,2.5,17+,Social Networking,37
2271,2271,2650,Timeline Builder: Create Custom Timelines,USD,1.99,21,2.5,4+,Education,24
2272,2272,2651,SHOWROOM - video live streaming,USD,0.0,20,5.0,17+,Entertainment,37
2273,2273,2654,GhostCallDX,USD,0.0,0,0.0,4+,Education,37
2274,2274,2655,God of Light,USD,1.99,3542,4.5,4+,Games,37
2275,2275,2656,Super Why! Phonics Fair,USD,3.99,72,3.0,4+,Education,40
2276,2276,2657,Beat the Boss 3 (17+),USD,0.99,507,4.5,17+,Games,40
2277,2277,2658,Cut the Rope: Time Travel Free,USD,0.0,4327,4.0,4+,Games,38
2278,2278,2660,Xbox,USD,0.0,72187,4.5,12+,Entertainment,37
2279,2279,2663,Raildale - Railroad & Railway Building Game,USD,2.99,61,4.0,4+,Games,40
2280,2280,2664,A Dark Room,USD,0.99,29540,4.5,12+,Games,38
2281,2281,2665,Arise: Beat Procrastination & dominate todo lists!,USD,2.99,52,4.0,9+,Productivity,37
2282,2282,2666,LEGO® Marvel Super Heroes: Universe in Peril,USD,4.99,1784,4.0,9+,Games,38
2283,2283,2667,美团外卖-甜点生鲜等零食配送，鲜花蛋糕准时必达,USD,0.0,225,4.5,4+,Food & Drink,37
2284,2284,2668,"FandangoNOW - Movies + TV - anytime, anywhere",USD,0.0,787,2.0,12+,Entertainment,37
2285,2285,2669,Farming Simulator 14,USD,0.0,3615,4.0,4+,Games,43
2286,2286,2670,VivaVideo - Best Video Editor & Photo Movie Maker,USD,0.0,10618,4.5,4+,Photo & Video,37
2287,2287,2671,Ski Safari: Adventure Time - Stunt Skiing Endless Runner with Finn and BMO,USD,0.99,3699,4.5,4+,Games,43
2288,2288,2672,美男美女診断,USD,0.0,0,0.0,4+,Entertainment,37
2289,2289,2674,Literacy Leveler,USD,4.99,196,3.5,4+,Education,37
2290,2290,2675,Detective Grimoire,USD,1.99,439,4.5,9+,Games,43
2291,2291,2676,Dr. Panda Bus Driver,USD,2.99,536,4.5,4+,Education,40
2292,2292,2677,Dr. Panda Home,USD,2.99,691,4.5,4+,Education,40
2293,2293,2678,Red－shop the world,USD,0.0,768,4.5,4+,Shopping,37
2294,2294,2679,PDF Pro 2 - The ultimate PDF app,USD,4.99,149,4.0,17+,Business,37
2295,2295,2680,我的密码-极简账号备忘录，安全记录管家,USD,1.99,2,5.0,4+,Productivity,37
2296,2296,2684,Blek,USD,2.99,20144,4.5,4+,Games,37
2297,2297,2686,"PDF Expert 6: Read, annotate & edit PDF documents",USD,9.99,15248,4.5,4+,Productivity,37
2298,2298,2688,bergfex/Ski PRO,USD,2.99,9,4.0,4+,Weather,37
2299,2299,2689,MONSTER HUNTER FREEDOM UNITE for iOS,USD,14.99,2170,4.5,12+,Games,36
2300,2300,2690,Pocket Stables,USD,4.99,160,4.5,4+,Games,38
2301,2301,2691,GraphNCalc83,USD,6.99,311,4.5,4+,Education,40
2302,2302,2693,Team Umizoomi: Math Racer HD,USD,4.99,169,3.5,4+,Education,26
2303,2303,2694,Google Play Movies & TV,USD,0.0,1195,3.0,12+,Entertainment,37
2304,2304,2696,MixChannel,USD,0.0,6,4.0,17+,Photo & Video,37
2305,2305,2697,Alpha Omega,USD,0.0,2892,4.5,4+,Games,37
2306,2306,2698,Toca Lab: Elements,USD,2.99,1689,4.0,4+,Entertainment,37
2307,2307,2699,Wallpapers for Me - Themes & Background Images,USD,0.0,16925,4.5,4+,Entertainment,37
2308,2308,2700,Pimp Your Screen - Custom Themes & Wallpapers,USD,1.99,6424,4.5,4+,Lifestyle,37
2309,2309,2701,"Weather Live - Weather Forecast, Radar and Alerts",USD,4.99,28497,4.5,4+,Weather,38
2310,2310,2703,Weather Live Free - Weather Forecast & Alerts,USD,0.0,35702,4.5,4+,Weather,38
2311,2311,2704,Emoji Keyboard for Me - Free Emoji Keyboard Themes,USD,0.0,4162,4.5,4+,Utilities,38
2312,2312,2705,Emoji Keyboard for Me - Keyboard Themes & Emojis,USD,2.99,2167,4.0,4+,Utilities,38
2313,2313,2706,Pimp Your Sound,USD,1.99,425,4.0,4+,Music,38
2314,2314,2707,Calculator Pro for iPad - Scientific Calculator,USD,2.99,6645,4.5,4+,Utilities,24
2315,2315,2708,Calculator Pro for iPad Free - Smart Calculator,USD,0.0,47803,4.5,4+,Utilities,24
2316,2316,2709,Alarm Clock for Me - Best Wake Up Music & Clock,USD,0.0,4959,4.0,4+,Utilities,37
2317,2317,2710,Alarm Clock for Me - Sleep Timer & Event Countdown,USD,3.99,1635,4.0,4+,Utilities,37
2318,2318,2711,"Notepad+: Take Notes, Annotate and Write on PDF",USD,14.99,6288,4.5,4+,Productivity,24
2319,2319,2712,NOAA Radar Pro – Weather Alerts & Forecast,USD,3.99,28032,4.5,4+,Weather,37
2320,2320,2713,NOAA Weather Radar - Weather Forecast & HD Radar,USD,0.0,45696,4.5,4+,Weather,37
2321,2321,2714,Serato Remote Mini,USD,4.99,50,3.0,4+,Music,40
2322,2322,2717,スタバで呪文,USD,0.0,0,0.0,4+,Food & Drink,37
2323,2323,2718,NightCap Camera,USD,1.99,128,4.0,4+,Photo & Video,37
2324,2324,2719,新概念英语2015最新版-英美全四册,USD,0.99,6,5.0,4+,Education,38
2325,2325,2720,InstaVideo Pro - Add background music to videos,USD,1.99,51,2.0,4+,Utilities,38
2326,2326,2721,Skateboard Party 2,USD,1.99,187,4.5,12+,Games,38
2327,2327,2722,Cursive Writing Wizard - Kids Learn to Write Letters & Words,USD,4.99,121,5.0,4+,Education,37
2328,2328,2723,AJ Jump: Animal Jam Kangaroos!,USD,1.99,834,4.5,4+,Games,40
2329,2329,2724,Calculator HD - the missing calculator on your iPad,USD,1.99,42,4.5,4+,Utilities,24
2330,2330,2725,Weaphones: Firearms Simulator Volume 2,USD,2.99,481,4.5,12+,Games,43
2331,2331,2727,Skyline Skaters,USD,0.0,11785,4.5,4+,Games,38
2332,2332,2728,Pakka Pets Village - Build a Cute Virtual Pet Town,USD,0.0,11933,4.5,4+,Games,37
2333,2333,2729,戦国乙女〜剣戟に舞う白き剣聖〜,USD,14.99,0,0.0,17+,Games,43
2334,2334,2730,スナイパイ72,USD,0.99,0,0.0,12+,Games,43
2335,2335,2731,"Blokus™ – Attack, Block & Defend!",USD,1.99,423,3.5,4+,Games,37
2336,2336,2732,MetaMoJi Note Lite,USD,0.0,93,4.0,4+,Productivity,38
2337,2337,2734,Grand Theft Auto: San Andreas,USD,6.99,32533,4.0,17+,Games,37
2338,2338,2736,Waterlogue,USD,3.99,1827,4.5,4+,Photo & Video,37
2339,2339,2738,7 Minute Workout Challenge HD for iPad,USD,2.99,258,4.5,4+,Health & Fitness,24
2340,2340,2739,Hard Time VIP (Prison Sim),USD,4.99,276,4.0,17+,Games,40
2341,2341,2741,AngerForce - Strikers,USD,3.99,22,3.5,9+,Games,40
2342,2342,2742,Power Ping Pong,USD,4.99,69,3.5,4+,Games,37
2343,2343,2743,懂球帝 - 足球迷必备神器,USD,0.0,439,4.5,12+,Sports,38
2344,2344,2744,Disney Movies Anywhere: Watch Your Disney Movies!,USD,0.0,15900,3.5,12+,Entertainment,37
2345,2345,2745,"FXNOW - Full Episodes, Movies, and Stream Live TV",USD,0.0,9496,3.0,12+,Entertainment,37
2346,2346,2746,Angry Birds Epic RPG,USD,0.0,84680,4.5,4+,Games,37
2347,2347,2747,Criminal Case,USD,0.0,63291,4.5,12+,Games,37
2348,2348,2748,Spider: Rite of the Shrouded Moon,USD,4.99,155,4.5,9+,Games,38
2349,2349,2749,航旅纵横PRO-官方航班动态、手机值机、机票,USD,0.99,197,4.5,17+,Travel,38
2350,2350,2750,TV App,USD,0.99,195,4.5,17+,Lifestyle,43
2351,2351,2751,YouCam Perfect - Photo & Selfie Editor,USD,0.0,4293,4.5,4+,Photo & Video,37
2352,2352,2752,MiP App,USD,0.0,4350,4.5,4+,Entertainment,35
2353,2353,2753,宜搜小说-亿万网友共享高品质阅读离线追更,USD,0.0,201,4.5,17+,Book,38
2354,2354,2754,Hide N Seek : Mini Multiplayer Game,USD,0.0,10358,4.0,12+,Games,38
2355,2355,2755,合戦!!にんじゃ村,USD,4.99,0,0.0,4+,Games,38
2356,2356,2757,Stick & MojiMe New,USD,0.99,10,1.5,12+,Lifestyle,37
2357,2357,2759,Bowling King,USD,0.0,60271,4.5,4+,Games,38
2358,2358,2760,Microtrip,USD,0.0,1551,4.5,4+,Games,38
2359,2359,2763,Pointless Quiz,USD,1.99,32,4.5,4+,Games,38
2360,2360,2764,LEGO® Star Wars™:  Microfighters,USD,0.99,139,3.5,9+,Games,40
2361,2361,2766,Date & Time Photo Stamp,USD,0.99,21,2.5,4+,Photo & Video,38
2362,2362,2768,LEGO® Friends,USD,4.99,400,4.0,4+,Games,38
2363,2363,2769,News Pro - Breitbart Edition,USD,0.99,244,3.5,4+,News,37
2364,2364,2770,Ducky Fuzz,USD,0.99,1,5.0,9+,Games,43
2365,2365,2775,FilmStory - For All Your Video Editing Needs,USD,0.0,66,4.0,4+,Photo & Video,37
2366,2366,2776,Kahuna,USD,0.99,59,4.0,4+,Games,40
2367,2367,2777,MiFlight™ – Airport security line wait times at checkpoints for domestic and international travelers,USD,0.0,493,4.5,4+,Travel,40
2368,2368,2778,WWE SuperCard,USD,0.0,13842,4.5,9+,Games,37
2369,2369,2779,iA Writer,USD,3.99,541,4.0,4+,Productivity,37
2370,2370,2780,Beast Poker,USD,0.0,0,0.0,12+,Games,40
2371,2371,2781,Shadowmatic,USD,3.99,6136,4.5,4+,Games,40
2372,2372,2784,Dungeon Boss,USD,0.0,20980,4.5,9+,Games,38
2373,2373,2785,Motorsport Manager,USD,1.99,2394,4.5,9+,Games,38
2374,2374,2786,ChineseSkill -Learn Mandarin Chinese Language Free,USD,0.0,6077,5.0,4+,Education,37
2375,2375,2788,"GoodReader - PDF Reader, Annotator and File Manager",USD,4.99,4756,4.5,4+,Productivity,40
2376,2376,2789,miCal - the missing calendar with reminders,USD,1.99,245,4.0,4+,Productivity,38
2377,2377,2791,FilmStory Pro - For All Your Video Editing Needs,USD,3.99,0,0.0,4+,Photo & Video,37
2378,2378,2794,Naughty Kitties,USD,0.0,4162,4.5,4+,Games,40
2379,2379,2795,FlixBus - bus travel in Europe,USD,0.0,92,4.5,4+,Travel,37
2380,2380,2796,GoodNotes 4 - Notes & PDF,USD,7.99,7004,4.5,4+,Productivity,37
2381,2381,2797,Isabelle Dance Studio,USD,0.99,178,3.0,4+,Games,40
2382,2382,2798,Threes!,USD,2.99,18494,4.5,4+,Games,40
2383,2383,2799,The Amazing Spider-Man 2,USD,6.99,8843,4.0,12+,Games,38
2384,2384,2800,Santa was in my House! Catch Santa Camera,USD,0.99,2,1.0,4+,Games,43
2385,2385,2801,Fonta,USD,0.99,217,4.0,4+,Photo & Video,38
2386,2386,2802,Effects Studio,USD,1.99,64,4.0,9+,Photo & Video,37
2387,2387,2803,"Quick Fit - 7 Minute Workout, Abs, and Yoga",USD,0.0,407,4.5,4+,Health & Fitness,37
2388,2388,2804,First Strike 1.3,USD,3.99,1016,4.0,12+,Games,38
2389,2389,2805,R.B.I. Baseball 14,USD,4.99,4459,3.0,4+,Games,40
2390,2390,2806,Shadow Blade,USD,1.99,503,4.5,12+,Games,43
2391,2391,2807,Beautiful Japanese Handwriting,USD,0.0,0,0.0,17+,Education,24
2392,2392,2809,J&J Official 7 Minute Workout,USD,0.0,4861,5.0,4+,Health & Fitness,37
2393,2393,2811,赤ペン 提出カメラ,USD,0.0,0,0.0,4+,Education,36
2394,2394,2812,Heart of Vegas Slots – Casino Slot Machine Games,USD,0.0,19355,4.5,12+,Games,38
2395,2395,2813,Mixgram - Picture Collage Maker - Pic Photo Editor,USD,0.0,54282,4.5,4+,Photo & Video,37
2396,2396,2814,"Yoshirt - Design Your Own Custom Tshirt, Tote Bag, Socks and More",USD,0.0,1849,4.0,4+,Lifestyle,37
2397,2397,2815,Farming USA,USD,1.99,987,4.5,4+,Games,38
2398,2398,2817,咪咕视频-电视剧综艺直播,USD,0.0,0,0.0,17+,Lifestyle,38
2399,2399,2818,Patrick Kane's MVP Hockey,USD,3.99,849,4.5,4+,Games,38
2400,2400,2819,宜人贷借款,USD,0.0,12,4.5,17+,Finance,38
2401,2401,2820,AG Drive,USD,3.99,1218,4.0,4+,Games,37
2402,2402,2821,Beautiful Japanese Handwriting for iPhone,USD,0.0,0,0.0,4+,Education,37
2403,2403,2822,Jodel,USD,0.0,1193,4.5,17+,Social Networking,37
2404,2404,2823,Block Сity Wars: game and skin export to minecraft,USD,0.0,13097,4.5,17+,Games,38
2405,2405,2824,KORG Gadget,USD,39.99,1297,4.5,4+,Music,37
2406,2406,2825,"Warhammer 40,000: Deathwatch - Tyranid Invasion",USD,1.99,2917,4.5,12+,Games,37
2407,2407,2826,Jurassic World™: The Game,USD,0.0,149138,4.5,4+,Games,37
2408,2408,2827,Card Wars - Adventure Time Card Game,USD,3.99,13245,3.5,9+,Games,40
2409,2409,2829,开心消消乐®,USD,0.0,40,4.0,4+,Games,40
2410,2410,2830,"Logos Quiz -Guess the most famous brands, new fun!",USD,0.0,58640,5.0,4+,Games,38
2411,2411,2831,UK Snow Radar,USD,1.99,0,0.0,4+,Weather,37
2412,2412,2832,VPN SecureLine - privacy & security by Avast,USD,0.0,1534,4.0,4+,Utilities,37
2413,2413,2833,feather for Twitter,USD,2.99,22,4.5,17+,Social Networking,37
2414,2414,2836,Smart Channel -New Style of News Reader-,USD,0.0,0,0.0,17+,News,38
2415,2415,2837,ゆるドラシル -本格派神話RPG-,USD,0.0,14,4.5,4+,Games,37
2416,2416,2839,QRコードリーダー for iPhone - 無料で使えるQRコード読み取り用アプリ,USD,0.0,1,5.0,4+,Productivity,38
2417,2417,2840,Crazy Taxi™ City Rush,USD,0.0,22877,4.5,4+,Games,38
2418,2418,2841,Disco Zoo,USD,0.0,24999,4.5,4+,Games,37
2419,2419,2842,Staccal 2 - Calendars and Reminder,USD,0.99,14,3.5,4+,Productivity,37
